FlightId,Ordinal,LatitudeDegrees,LongitudeDegrees,AltitudeFeet,AirspeedKnots
308674223,2,32.897449,-97.040653,17000,450
308674277,1,31.0385678183,-93.0761004751,38000,450
308674277,2,29.986679,-95.338111,17000,450
308674305,1,34.7446329501,-115.86455009,38000,450
308674305,2,33.9425,-118.408056,17000,450
308674361,1,30.2620583705,-79.8709615097,38000,450
308674361,2,28.431639,-81.308286,17000,450
308674367,1,42.0398971712,-84.8378356342,38000,450
308674367,2,41.788455,-87.741819,17000,450
308674373,1,27.8740710564,-79.5383300416,38000,450
308674373,2,25.796549,-80.275614,17000,450
308674377,1,42.947639,-87.90295,17000,450
308674402,1,41.98032,-87.902313,17000,450
308674412,1,42.2653146642,-84.9852421011,38000,450
308674412,2,41.98032,-87.902313,17000,450
308674417,1,42.6480775506,-85.1092226969,38000,450
308674417,2,41.98032,-87.902313,17000,450
308674448,1,39.874972,-75.249071,17000,450
308674454,1,34.270605709,-109.577166395,38000,450
308674454,2,33.43653,-112.007268,17000,450
308674505,1,37.9659357134,-119.623487529,38000,450
308674505,2,37.615223,-122.389979,17000,450
308674513,1,37.8571081613,-119.665044599,38000,450
308674513,2,37.615223,-122.389979,17000,450
308674515,1,37.8069810618,-119.661974211,38000,450
308674515,2,37.615223,-122.389979,17000,450
308675878,0,34.8506729291,-117.134166439,38000,450
308675878,1,38.8893081861,-107.119434527,38000,450
308675878,2,39.849312,-104.673829,17000,450
308675918,1,45.589237,-122.593889,17000,450
308675921,1,33.43653,-112.007268,17000,450
308675933,1,45.3119987509,-121.737266622,38000,450
308675933,2,47.44443,-122.300497,17000,450
308675940,1,36.0912424571,-120.473661802,38000,450
308675940,2,37.615223,-122.389979,17000,450
308675942,1,37.366695,-121.925906,17000,450
308676030,1,35.0958191262,-82.4530344496,38000,450
308676030,2,33.639975,-84.444032,17000,450
308676094,1,35.220969,-80.944215,17000,450
308676112,1,38.8761711112,-81.8857214232,38000,450
308676112,2,39.055222,-84.661251,17000,450
308676128,1,33.7726960175,-94.6334078962,38000,450
308676128,2,32.897449,-97.040653,17000,450
308676138,1,42.208343,-83.357175,17000,450
308676153,1,26.072747,-80.140029,17000,450
308676168,1,29.986679,-95.338111,17000,450
308676193,1,34.6542578836,-115.928982221,38000,450
308676193,2,33.9425,-118.408056,17000,450
308676322,1,38.785160633,-87.5841786395,38000,450
308676322,2,38.742766,-90.366061,17000,450
308680233,1,41.98032,-87.902313,17000,450
308680892,1,35.220969,-80.944215,17000,450
308680907,1,40.2226973595,-101.858859564,38000,450
308680907,2,39.849312,-104.673829,17000,450
308680912,1,34.1627478878,-94.8481591524,38000,450
308680912,2,32.897449,-97.040653,17000,450
308681197,1,33.639975,-84.444032,17000,450
308681251,1,40.743298286,-72.9110437097,38000,450
308681251,2,42.369543,-71.020061,17000,450
308681371,1,39.0336100004,-102.077957478,38000,450
308681371,2,39.849312,-104.673829,17000,450
308681381,1,33.2715722794,-94.4810190936,38000,450
308681381,2,32.897449,-97.040653,17000,450
308681483,1,30.5363999304,-92.9479241006,38000,450
308681483,2,29.654107,-95.276614,17000,450
308681509,1,31.0149593473,-93.10890544,38000,450
308681509,2,29.986679,-95.338111,17000,450
308681531,1,39.714975,-86.296213,17000,450
308681556,0,37.7191805992,-75.495906343,38000,450
308681556,1,38.7157984094,-75.0704305802,38000,450
308681556,2,40.643772,-73.781993,17000,450
308681570,1,34.3333849103,-115.80647236,38000,450
308681570,2,33.9425,-118.408056,17000,450
308681620,1,37.987261386,-92.5308188749,38000,450
308681620,2,39.297695,-94.716287,17000,450
308681646,1,35.044702,-89.981659,17000,450
308681654,1,27.9593525643,-80.5682483532,38000,450
308681654,2,25.796549,-80.275614,17000,450
308681661,1,27.7259636429,-81.4170525936,38000,450
308681661,2,25.796549,-80.275614,17000,450
308681744,1,28.590154779,-81.2967236109,38000,450
308681744,2,26.688618,-80.090697,17000,450
308681772,1,34.2805387785,-109.576369551,38000,450
308681772,2,33.43653,-112.007268,17000,450
308681775,0,32.0251991617,-106.18561477,38000,450
308681775,1,33.3429814722,-109.420629913,38000,450
308681775,2,33.43653,-112.007268,17000,450
308682035,1,37.2038466866,-82.049671287,38000,450
308682035,2,35.220969,-80.944215,17000,450
308682050,1,34.4235881333,-95.1741679592,38000,450
308682050,2,32.897449,-97.040653,17000,450
308682072,1,31.6160777175,-93.5889842919,38000,450
308682072,2,29.986679,-95.338111,17000,450
308682078,1,41.3276463677,-76.5190729399,38000,450
308682078,2,40.643772,-73.781993,17000,450
308682084,1,40.510036172,-76.6988058784,38000,450
308682084,2,40.77392,-73.872002,17000,450
308682109,1,43.7524865545,-90.6588313135,38000,450
308682109,2,44.881234,-93.203111,17000,450
308682138,1,34.0725177711,-109.425879628,38000,450
308682138,2,33.43653,-112.007268,17000,450
308682670,1,31.6369006849,-97.0013821234,38000,450
308682670,2,29.986679,-95.338111,17000,450
308682674,1,34.7016906958,-115.906587477,38000,450
308682674,2,33.9425,-118.408056,17000,450
308682678,1,42.4873709178,-90.7469458789,38000,450
308682678,2,41.98032,-87.902313,17000,450
308684444,1,35.6906322171,-85.3343998155,38000,450
308684444,2,33.639975,-84.444032,17000,450
308684459,1,35.220969,-80.944215,17000,450
308684485,1,33.9313602383,-94.7244020085,38000,450
308684485,2,32.897449,-97.040653,17000,450
308684504,1,31.6178312743,-93.6122135117,38000,450
308684504,2,29.986679,-95.338111,17000,450
308684505,1,31.5817697822,-93.5613579663,38000,450
308684505,2,29.986679,-95.338111,17000,450
308684512,1,41.3769520059,-76.4947333419,38000,450
308684512,2,40.643772,-73.781993,17000,450
308684519,1,40.4705105711,-76.6817126962,38000,450
308684519,2,40.77392,-73.872002,17000,450
308684537,1,43.8942403304,-90.5171463316,38000,450
308684537,2,44.881234,-93.203111,17000,450
308684556,1,41.98032,-87.902313,17000,450
308684573,1,39.9220228003,-78.0714794546,38000,450
308684573,2,39.874972,-75.249071,17000,450
308685009,1,32.1121883097,-103.86708657,38000,450
308685009,2,31.798853,-106.394992,17000,450
308685030,1,29.654107,-95.276614,17000,450
308685103,1,37.2013817036,-92.2610243835,38000,450
308685103,2,38.742766,-90.366061,17000,450
308685329,1,35.1360857839,-82.508154473,38000,450
308685329,2,33.639975,-84.444032,17000,450
308685343,1,37.0977995347,-84.2255827785,38000,450
308685343,2,36.134773,-86.668042,17000,450
308685430,1,39.8158846837,-101.852590937,38000,450
308685430,2,39.849312,-104.673829,17000,450
308685438,1,32.4230192357,-94.5308040066,38000,450
308685438,2,32.897449,-97.040653,17000,450
308685441,1,33.3242429615,-94.4679039162,38000,450
308685441,2,32.897449,-97.040653,17000,450
308685449,1,40.9534318235,-81.0048537504,38000,450
308685449,2,42.208343,-83.357175,17000,450
308685468,1,28.1835586154,-79.5232874539,38000,450
308685468,2,26.072747,-80.140029,17000,450
308685496,1,31.0649788011,-93.0911387701,38000,450
308685496,2,29.986679,-95.338111,17000,450
308685501,1,39.4516393109,-83.5156399581,38000,450
308685501,2,39.714975,-86.296213,17000,450
308685572,1,35.044702,-89.981659,17000,450
308685605,1,31.3675821759,-88.2293298452,38000,450
308685605,2,29.984223,-90.255969,17000,450
308685614,1,41.0855377888,-85.2878828298,38000,450
308685614,2,41.98032,-87.902313,17000,450
308685653,1,34.4553902173,-109.687163884,38000,450
308685653,2,33.43653,-112.007268,17000,450
308686185,1,34.4121347319,-86.9677810675,38000,450
308686185,2,33.639975,-84.444032,17000,450
308686188,1,34.4147773698,-86.9009580351,38000,450
308686188,2,33.639975,-84.444032,17000,450
308686193,1,34.4045955477,-86.9083874712,38000,450
308686193,2,33.639975,-84.444032,17000,450
308686194,1,34.413131994,-86.9130735186,38000,450
308686194,2,33.639975,-84.444032,17000,450
308686224,1,37.0779095515,-89.1176011829,38000,450
308686224,2,36.134773,-86.668042,17000,450
308686228,1,36.134773,-86.668042,17000,450
308686230,1,37.2787143494,-88.9669312301,38000,450
308686230,2,36.134773,-86.668042,17000,450
308686239,1,42.803008439,-73.934380961,38000,450
308686239,2,42.369543,-71.020061,17000,450
308686241,1,42.6848222602,-73.9731253437,38000,450
308686241,2,42.369543,-71.020061,17000,450
308686247,1,35.2358719851,-115.98614173,38000,450
308686247,2,34.20378,-118.35985,17000,450
308686253,1,39.668264624,-79.4090857136,38000,450
308686253,2,39.180862,-76.667548,17000,450
308686275,1,35.7620833671,-83.5934082579,38000,450
308686275,2,35.220969,-80.944215,17000,450
308686276,1,35.6963762173,-83.5449239447,38000,450
308686276,2,35.220969,-80.944215,17000,450
308686300,1,39.0706315477,-87.4518555338,38000,450
308686300,2,39.055222,-84.661251,17000,450
308686311,1,39.3728852915,-79.7825651014,38000,450
308686311,2,38.851944,-77.0375,17000,450
308686350,1,42.9321565085,-86.1363787862,38000,450
308686350,2,42.208343,-83.357175,17000,450
308686353,1,42.0258546994,-86.2515333532,38000,450
308686353,2,42.208343,-83.357175,17000,450
308686371,1,40.7485450435,-77.0605450471,38000,450
308686371,2,40.68987,-74.17821,17000,450
308686373,0,53.6735926757,-96.3616231639,38000,450
308686373,1,41.0675392444,-77.0684581771,38000,450
308686373,2,40.68987,-74.17821,17000,450
308686374,1,41.6831765527,-76.7922837231,38000,450
308686374,2,40.68987,-74.17821,17000,450
308686382,0,40.6644346061,-116.94315358,38000,450
308686382,1,37.4301125576,-117.093841696,38000,450
308686382,2,36.76996,-119.720014,17000,450
308686427,1,31.3294770593,-96.9356704502,38000,450
308686427,2,29.654107,-95.276614,17000,450
308686440,1,39.4766160261,-80.1883337385,38000,450
308686440,2,38.953381,-77.447712,17000,450
308686444,1,39.0786743923,-80.2586311142,38000,450
308686444,2,38.953381,-77.447712,17000,450
308686451,1,31.5540950752,-97.1425773932,38000,450
308686451,2,29.986679,-95.338111,17000,450
308686467,1,39.8321455102,-89.1107299205,38000,450
308686467,2,39.714975,-86.296213,17000,450
308686469,1,39.8199555086,-89.1106584147,38000,450
308686469,2,39.714975,-86.296213,17000,450
308686472,1,39.714975,-86.296213,17000,450
308686483,0,45.9175712683,-98.3893512639,38000,450
308686483,1,41.0508373003,-76.6802623388,38000,450
308686483,2,40.643772,-73.781993,17000,450
308686515,1,34.9860862641,-116.031539078,38000,450
308686515,2,33.9425,-118.408056,17000,450
308686518,1,35.148873749,-116.202513156,38000,450
308686518,2,33.9425,-118.408056,17000,450
308686519,1,35.0406710683,-116.072035668,38000,450
308686519,2,33.9425,-118.408056,17000,450
308686540,1,41.6265375966,-76.5788683536,38000,450
308686540,2,40.77392,-73.872002,17000,450
308686544,1,40.7905735968,-76.7498574111,38000,450
308686544,2,40.77392,-73.872002,17000,450
308686574,1,29.7828635062,-83.2946418515,38000,450
308686574,2,28.431639,-81.308286,17000,450
308686575,1,29.9181758929,-83.1398256718,38000,450
308686575,2,28.431639,-81.308286,17000,450
308686581,1,41.1750402923,-90.5091878719,38000,450
308686581,2,41.788455,-87.741819,17000,450
308686584,1,41.3481881544,-90.5570169684,38000,450
308686584,2,41.788455,-87.741819,17000,450
308686603,1,42.4996298429,-90.7653731289,38000,450
308686603,2,42.947639,-87.90295,17000,450
308686604,1,42.3982268356,-90.7486623065,38000,450
308686604,2,42.947639,-87.90295,17000,450
308686635,0,42.6909823224,-98.37664537,38000,450
308686635,1,43.9981713048,-95.9469946383,38000,450
308686635,2,44.881234,-93.203111,17000,450
308686637,1,44.1410571934,-96.0573633673,38000,450
308686637,2,44.881234,-93.203111,17000,450
308686644,1,29.984223,-90.255969,17000,450
308686645,1,31.3802421952,-92.1999614088,38000,450
308686645,2,29.984223,-90.255969,17000,450
308686691,1,41.5327141983,-90.7165536919,38000,450
308686691,2,41.98032,-87.902313,17000,450
308686696,1,44.8182160764,-119.766809559,38000,450
308686696,2,45.589237,-122.593889,17000,450
308686706,1,40.4158273223,-78.007993232,38000,450
308686706,2,39.874972,-75.249071,17000,450
308686708,1,39.9439465099,-78.0888042943,38000,450
308686708,2,39.874972,-75.249071,17000,450
308686711,1,40.0081644513,-78.0867046504,38000,450
308686711,2,39.874972,-75.249071,17000,450
308686746,1,35.0434806098,-114.271756803,38000,450
308686746,2,33.823099,-116.508125,17000,450
308686778,1,34.0985601579,-115.149124303,38000,450
308686778,2,32.7319,-117.197312,17000,450
308686789,1,38.4873617286,-88.4882326549,38000,450
308686789,2,38.186106,-85.741758,17000,450
308686801,1,46.1988681758,-119.709251037,38000,450
308686801,2,47.44443,-122.300497,17000,450
308686802,1,46.2663745255,-119.725950344,38000,450
308686802,2,47.44443,-122.300497,17000,450
308686806,1,46.3091487999,-119.686536294,38000,450
308686806,2,47.44443,-122.300497,17000,450
308686808,1,38.0027787957,-119.666381727,38000,450
308686808,2,37.615223,-122.389979,17000,450
308686817,1,38.0005197258,-119.650927451,38000,450
308686817,2,37.615223,-122.389979,17000,450
308686823,1,37.8020554668,-119.662012585,38000,450
308686823,2,37.615223,-122.389979,17000,450
308686852,1,40.2959020433,-109.208731725,38000,450
308686852,2,40.785596,-111.980673,17000,450
308686880,1,35.0486384696,-115.783072702,38000,450
308686880,2,33.680488,-117.860223,17000,450
308686889,1,38.9883688492,-93.1400849576,38000,450
308686889,2,38.742766,-90.366061,17000,450
308686892,0,31.0322353113,-86.7634464528,38000,450
308686892,1,29.2594104763,-84.6308671154,38000,450
308686892,2,27.976891,-82.533377,17000,450
308686894,1,29.5744921055,-84.2404076808,38000,450
308686894,2,27.976891,-82.533377,17000,450
308686903,1,33.5598265433,-108.981502709,38000,450
308686903,2,32.121037,-110.937366,17000,450
308686944,1,34.1181857732,-104.242802101,38000,450
308686944,2,35.048665,-106.616704,17000,450
308686973,1,33.639975,-84.444032,17000,450
308686986,1,33.0718077691,-86.9392315848,38000,450
308686986,2,33.639975,-84.444032,17000,450
308687024,1,35.3085009048,-89.1036484279,38000,450
308687024,2,36.134773,-86.668042,17000,450
308687027,1,42.105833032,-73.9104837347,38000,450
308687027,2,42.369543,-71.020061,17000,450
308687032,1,41.2198057389,-73.3610337296,38000,450
308687032,2,42.369543,-71.020061,17000,450
308687035,1,42.369543,-71.020061,17000,450
308687037,1,41.8953114137,-73.8354362504,38000,450
308687037,2,42.369543,-71.020061,17000,450
308687058,1,37.4847569959,-78.3818115453,38000,450
308687058,2,39.180862,-76.667548,17000,450
308687094,1,34.5751608703,-83.4487129334,38000,450
308687094,2,35.220969,-80.944215,17000,450
308687101,1,38.9529243753,-85.3406087209,38000,450
308687101,2,39.993926,-82.890979,17000,450
308687133,1,37.9997084874,-87.0710310171,38000,450
308687133,2,39.055222,-84.661251,17000,450
308687145,1,38.0595586715,-79.5334303664,38000,450
308687145,2,38.851944,-77.0375,17000,450
308687152,1,39.849312,-104.673829,17000,450
308687174,1,39.4718949068,-94.5342652946,38000,450
308687174,2,41.530254,-93.649923,17000,450
308687184,1,40.7579223862,-85.4035862832,38000,450
308687184,2,42.208343,-83.357175,17000,450
308687191,1,31.798853,-106.394992,17000,450
308687199,1,39.658804862,-76.5749205621,38000,450
308687199,2,40.68987,-74.17821,17000,450
308687208,1,40.3256582356,-76.9647405693,38000,450
308687208,2,40.68987,-74.17821,17000,450
308687212,0,26.8002559446,-116.356803962,38000,450
308687212,1,36.794684549,-117.012557593,38000,450
308687212,2,36.76996,-119.720014,17000,450
308687213,1,26.9859413658,-82.3767881336,38000,450
308687213,2,26.072747,-80.140029,17000,450
308687278,1,31.4691436688,-96.6683243129,38000,450
308687278,2,29.654107,-95.276614,17000,450
308687286,1,37.3483333926,-79.2785313515,38000,450
308687286,2,38.953381,-77.447712,17000,450
308687333,1,40.643772,-73.781993,17000,450
308687334,1,39.7037547094,-76.2338716472,38000,450
308687334,2,40.643772,-73.781993,17000,450
308687370,1,33.8771136662,-115.799497104,38000,450
308687370,2,33.9425,-118.408056,17000,450
308687410,1,39.5094401438,-76.0903698289,38000,450
308687410,2,40.77392,-73.872002,17000,450
308687411,1,39.2486303448,-75.8741678722,38000,450
308687411,2,40.77392,-73.872002,17000,450
308687414,1,39.6346313879,-76.1927775689,38000,450
308687414,2,40.77392,-73.872002,17000,450
308687446,1,37.2402341424,-95.6005259702,38000,450
308687446,2,39.297695,-94.716287,17000,450
308687458,0,30.1151789344,-87.9717470247,38000,450
308687458,1,29.1454971044,-83.6905768057,38000,450
308687458,2,28.431639,-81.308286,17000,450
308687487,1,26.590614296,-82.5352956762,38000,450
308687487,2,25.796549,-80.275614,17000,450
308687494,1,26.7667790237,-82.4798153533,38000,450
308687494,2,25.796549,-80.275614,17000,450
308687495,1,41.1354251462,-89.4913015579,38000,450
308687495,2,42.947639,-87.90295,17000,450
308687522,1,42.7696073958,-93.8969554674,38000,450
308687522,2,44.881234,-93.203111,17000,450
308687578,1,41.98032,-87.902313,17000,450
308687588,1,27.5472346049,-82.3872983206,38000,450
308687588,2,26.688618,-80.090697,17000,450
308687590,0,41.2741076914,-113.132970054,38000,450
308687590,1,44.404105474,-120.182300752,38000,450
308687590,2,45.589237,-122.593889,17000,450
308687596,1,38.4267543074,-77.2786753934,38000,450
308687596,2,39.874972,-75.249071,17000,450
308687606,1,40.6152393914,-77.9266241721,38000,450
308687606,2,39.874972,-75.249071,17000,450
308687609,1,32.8277684019,-109.535632407,38000,450
308687609,2,33.43653,-112.007268,17000,450
308687641,1,34.9363223321,-81.1712008605,38000,450
308687641,2,35.876723,-78.793058,17000,450
308687661,1,32.7319,-117.197312,17000,450
308687664,0,31.998503249,-105.682111569,38000,450
308687664,1,32.6131458133,-114.63256479,38000,450
308687664,2,32.7319,-117.197312,17000,450
308687687,1,36.981588246,-87.9782176812,38000,450
308687687,2,38.186106,-85.741758,17000,450
308687693,1,46.1760089632,-119.825878848,38000,450
308687693,2,47.44443,-122.300497,17000,450
308687701,1,46.0887376838,-120.04504207,38000,450
308687701,2,47.44443,-122.300497,17000,450
308687714,0,36.3722120156,-116.404477686,38000,450
308687714,1,37.3721258761,-119.696256225,38000,450
308687714,2,37.615223,-122.389979,17000,450
308687715,1,37.9316305431,-119.672250884,38000,450
308687715,2,37.615223,-122.389979,17000,450
308687716,0,37.234664583,-118.379062531,38000,450
308687716,1,37.1679906968,-119.770896901,38000,450
308687716,2,37.615223,-122.389979,17000,450
308687737,0,37.4038028721,-118.217756357,38000,450
308687737,1,36.8947954267,-119.331092778,38000,450
308687737,2,37.366695,-121.925906,17000,450
308687739,1,37.4113177261,-119.200215308,38000,450
308687739,2,37.366695,-121.925906,17000,450
308687752,1,39.5604922631,-109.664072046,38000,450
308687752,2,40.785596,-111.980673,17000,450
308687753,1,40.785596,-111.980673,17000,450
308687764,0,38.1888161269,-116.02938158,38000,450
308687764,1,38.0774229476,-119.009412286,38000,450
308687764,2,38.692686,-121.587941,17000,450
308687766,1,33.552018865,-115.264960607,38000,450
308687766,2,33.680488,-117.860223,17000,450
308687767,0,31.9883810182,-105.747206346,38000,450
308687767,1,33.3868394904,-115.301506006,38000,450
308687767,2,33.680488,-117.860223,17000,450
308687785,1,37.5835818859,-92.6906651335,38000,450
308687785,2,38.742766,-90.366061,17000,450
308687792,0,30.062563282,-88.9138136937,38000,450
308687792,1,28.8104824462,-84.8476049648,38000,450
308687792,2,27.976891,-82.533377,17000,450
308687811,0,32.0283753251,-105.642826947,38000,450
308687811,1,32.1245832725,-108.378794064,38000,450
308687811,2,32.121037,-110.937366,17000,450
308689593,1,32.897449,-97.040653,17000,450
308689711,1,35.8104902791,-84.264628322,38000,450
308689711,2,33.639975,-84.444032,17000,450
308689762,1,42.3316085293,-73.9489890869,38000,450
308689762,2,42.369543,-71.020061,17000,450
308689811,1,37.2140494636,-82.0422807155,38000,450
308689811,2,35.220969,-80.944215,17000,450
308689815,1,37.0736136214,-82.367189413,38000,450
308689815,2,35.220969,-80.944215,17000,450
308689859,1,40.5012329936,-101.953313643,38000,450
308689859,2,39.849312,-104.673829,17000,450
308689909,1,28.2184907923,-80.5797029554,38000,450
308689909,2,26.072747,-80.140029,17000,450
308689961,1,29.986679,-95.338111,17000,450
308689996,1,34.8745446594,-115.945568476,38000,450
308689996,2,33.9425,-118.408056,17000,450
308690010,1,41.2519760884,-76.6915187348,38000,450
308690010,2,40.77392,-73.872002,17000,450
308690089,0,44.0814975065,-87.5162332861,38000,450
308690089,1,44.4140696463,-90.2544378986,38000,450
308690089,2,44.881234,-93.203111,17000,450
308690149,1,34.5769775557,-109.7590158,38000,450
308690149,2,33.43653,-112.007268,17000,450
308690152,1,34.3301070732,-109.490259214,38000,450
308690152,2,33.43653,-112.007268,17000,450
308690213,1,47.2295207763,-119.149599745,38000,450
308690213,2,47.44443,-122.300497,17000,450
308690218,1,38.0557452258,-119.63922588,38000,450
308690218,2,37.615223,-122.389979,17000,450
308690221,1,40.8812045145,-109.11276882,38000,450
308690221,2,40.785596,-111.980673,17000,450
308691826,0,33.7646366507,-107.422029639,38000,450
308691826,1,37.7221990761,-105.236776583,38000,450
308691826,2,39.849312,-104.673829,17000,450
308691831,1,32.452893714,-99.5561186203,38000,450
308691831,2,32.897449,-97.040653,17000,450
308691835,1,30.6447484453,-97.5081671664,38000,450
308691835,2,29.654107,-95.276614,17000,450
308692347,1,35.0490747594,-82.4405237267,38000,450
308692347,2,33.639975,-84.444032,17000,450
308692372,1,37.1944395981,-84.3091625227,38000,450
308692372,2,36.134773,-86.668042,17000,450
308692374,1,37.0860997742,-84.2142983124,38000,450
308692374,2,36.134773,-86.668042,17000,450
308692392,1,42.369543,-71.020061,17000,450
308692470,1,40.1782115074,-101.855543432,38000,450
308692470,2,39.849312,-104.673829,17000,450
308692473,1,40.1856773802,-101.855450175,38000,450
308692473,2,39.849312,-104.673829,17000,450
